nm,attack_1,attack_2,attack_3,attack_4,attack_5,attack_6,attack_7,attack_8,attack_9,attack_10,wrestle_1,wrestle_2,wrestle_3,wrestle_4,wrestle_5,wrestle_6,wrestle_7,wrestle_8,wrestle_9,wrestle_10,chase_1,chase_2,chase_3,chase_4,chase_5,chase_6,chase_7,chase_8,chase_9,chase_10,escape_1,escape_2,escape_3,escape_4,escape_5,escape_6,escape_7,escape_8,escape_9,escape_10,conflict_1,conflict_2,conflict_3,conflict_4,conflict_5,conflict_6,conflict_7,conflict_8,conflict_9,conflict_10,investment_1,investment_2,investment_3,investment_4,investment_5,investment_6,investment_7,investment_8,investment_9,investment_10
n3407 X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,2,1,0,1,1,3,0,0,0,0,0,0,68.12251,16.7553,77.00067,0,0,600.185,600.286,600.7527
n3426 A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,518.54487,600.18462,600.05188,0,503.12474,443.679977,600.0857,142.51976,600.58529,599.85118
n3426 H,18,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,24,3,1,0,0,0,0,0,0,0,600.71897,0,0,0,0,600.618477,600.0857,380.99861,463.8732,529.89303
n3426 O,2,4,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,0,0,0,600.18462,434.43518,362.3405,390.77783,0,0,0,0,0
n3426 X,7,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,13,6,1,2,0,0,0,0,0,1,592.4081,241.1485,60.21214,0,542.67654,28.904477,534.333,215.88257,600.58529,290.4863
n3427 =,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,1,0,4,0,1,4,0,0,0,0,1,0,608.48813,600.75238,594.0142,0,2.57003,533.03088,0,0,0,0
n3427 o,0,0,2,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,3,2,0,0,0,3,0,5,0,4,5,3,0,0,0,4,1,588.32844,553.22358,600.95662,26.86851,16.554996,0,0,0,0,0
n3427 A,12,0,3,7,0,1,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,5,10,1,1,0,0,7,2,357.7679,450.58928,520.4846,452.09152,274.058506,450.52344,263.54616,325.89316,312.14165,523.7523
n3427 H,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,535.42589,0,370.78932,550.65376,0,0,0,0,3.37108,0
n3427 O,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,7,7,1,0,0,0,0,0,0,0,376.8183,176.39737,600.95662,0,0,0,0,114.54992,0,0
n3427 X,12,12,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,1,2,0,0,0,0,0,0,365.80394,529.29228,600.95662,270.88782,216.216096,472.15128,600.65284,425.72381,396.618813,600.65299
n3445 =,1,2,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,1,2,9,1,1,1,1,1,0,0,600.51898,599.85129,167.88628,52.80243,4.572653,0,0,142.453,376.45891,0
n3445 o,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,2,3,1,0,2,2,0,0,0,0,455.72958,599.85129,15.2867,600.78599,0,0,225.22804,43.39009,45.4929,88.21536
n3445 A,3,4,11,1,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,1,3,1,1,1,1,0,600.51898,546.41478,391.51254,299.25823,365.144354,592.47554,576.82219,531.027597,432.065,228.43438
n3445 H,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,5,1,0,0,0,0,0,10,2,3,5,1,0,0,0,0,0,252.09648,599.85129,600.18541,600.78599,588.035934,559.83281,600.31957,600.017917,600.45184,536.56849
n3445 O,0,6,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,0,291.448,599.85129,506.49615,600.78599,600.051634,582.86297,600.31957,600.017917,600.45184,482.59779
n3445 X,7,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,0,0,0,0,246.52252,503.05801,415.00943,158.67418,600.051634,330.59933,548.38497,600.017917,600.45184,599.95135
n3446 =,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.773642,0,0,0,0
n3446 o,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0,0,7.37632,65.0184,0,33.3102,0,253.53178,0,0,56.74094,0
n3446 A,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,0,0,1,0,0,0,0,521.782755,350.023369,544.74579,587.90197,533.53182,387.807362,551.82268,582.29532,541.27531,589.37158
n3446 H,9,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,2,0,0,3,0,0,0,24,11,2,2,0,0,3,0,0,0,364.276585,86.6467,0,111.11206,0,464.440982,0,57.37508,84.4438,0
n3446 O,29,12,0,3,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,1,4,0,0,2,0,0,0,348.756275,557.162289,488.77269,541.60813,595.9468,600.418872,563.67152,547.917,591.10715,593.8775
n3446 X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,447.38534,127.899319,0,0,252.6644,74.63101,61.6807,0,425.89094,336.20678
