Date_dmy,Time_Relative_sf,Observation,Subject,Tb,Ta,Tc,Ts,Tb.Ta,Tb.Tc,Tb.Ts,treat,mi_hier,mark,nm
21-07-2016,1196.14,n3346,Female X,17.4,17.7,17.6,NA,-0.3,-0.2,NA,control,1,X,n3346 X
21-07-2016,1207.25,n3346,Female X,17.2,17.7,17.6,NA,-0.5,-0.4,NA,control,1,X,n3346 X
21-07-2016,1440.82,n3346,Female X,22.9,17.7,17.6,NA,5.2,5.3,NA,control,1,X,n3346 X
21-07-2016,1620.89,n3346,Female X,23.5,17.8,17.8,NA,5.7,5.7,NA,control,1,X,n3346 X
21-07-2016,1800.56,n3346,Female X,23.8,17.8,17.7,NA,6,6.1,NA,control,1,X,n3346 X
21-07-2016,1980.4,n3346,Female X,22,17.6,17.7,NA,4.4,4.3,NA,control,1,X,n3346 X
21-07-2016,2160.8,n3346,Female X,21.4,17.7,17.6,NA,3.7,3.8,NA,control,1,X,n3346 X
21-07-2016,2341.27,n3346,Female X,20.9,17.8,17.8,NA,3.1,3.1,NA,control,1,X,n3346 X
21-07-2016,2520.9,n3346,Female X,21.1,17.7,17.8,NA,3.4,3.3,NA,control,1,X,n3346 X
21-07-2016,2701.34,n3346,Female X,20.1,17.6,17.7,NA,2.5,2.4,NA,control,1,X,n3346 X
21-07-2016,2880.07,n3346,Female X,19.6,17.5,17.6,NA,2.1,2,NA,control,1,X,n3346 X
21-07-2016,3060.64,n3346,Female X,19.9,17.7,17.7,NA,2.2,2.2,NA,control,1,X,n3346 X
21-07-2016,3240.81,n3346,Female X,19.1,17.5,17.6,NA,1.6,1.5,NA,control,1,X,n3346 X
21-07-2016,3421.38,n3346,Female X,19.2,17.6,17.6,NA,1.6,1.6,NA,control,1,X,n3346 X
21-07-2016,3601.02,n3346,Female X,19.8,17.6,17.6,NA,2.2,2.2,NA,control,1,X,n3346 X
21-07-2016,3779.75,n3346,Female X,18.7,17.6,17.7,NA,1.1,1,NA,control,1,X,n3346 X
21-07-2016,4140.72,n3346,Female X,20.3,17.6,17.7,NA,2.7,2.6,NA,control,1,X,n3346 X
21-07-2016,4500.73,n3346,Female X,20.5,17.7,17.8,NA,2.8,2.7,NA,control,1,X,n3346 X
21-07-2016,4680.96,n3346,Female X,20.3,17.6,17.7,NA,2.7,2.6,NA,control,1,X,n3346 X
21-07-2016,4860.3,n3346,Female X,20.8,17.6,17.7,NA,3.2,3.1,NA,control,1,X,n3346 X
21-07-2016,5040.77,n3346,Female X,22.2,17.5,17.7,NA,4.7,4.5,NA,control,1,X,n3346 X
21-07-2016,5220.9,n3346,Female X,19.8,17.5,17.6,NA,2.3,2.2,NA,control,1,X,n3346 X
21-07-2016,5401.17,n3346,Female X,20.3,17.5,17.5,NA,2.8,2.8,NA,control,1,X,n3346 X
21-07-2016,5581.61,n3346,Female X,20.3,17.5,17.6,NA,2.8,2.7,NA,control,1,X,n3346 X
21-07-2016,5760.47,n3346,Female X,18.8,17.6,17.6,NA,1.2,1.2,NA,control,1,X,n3346 X
21-07-2016,5940.81,n3346,Female X,18.5,17.4,17.5,NA,1.1,1,NA,control,1,X,n3346 X
09-04-2018,10800.75,n3346,Female X,16.5,16.4,16.4,16.4,0.1,0.1,0.1,control,1,X,n3346 X
09-04-2018,12002.02,n3346,Female X,16.1,15.9,15.9,15.9,0.2,0.2,0.2,control,1,X,n3346 X
09-04-2018,12602.04,n3346,Female X,16.7,16.1,16,16,0.6,0.7,0.7,control,1,X,n3346 X
09-04-2018,13202.09,n3346,Female X,16.5,16.1,16.1,16,0.4,0.4,0.5,control,1,X,n3346 X
09-04-2018,14402.477,n3346,Female X,16.5,15.8,15.9,15.8,0.7,0.6,0.7,control,1,X,n3346 X
09-04-2018,22203.66,n3346,Female X,16.8,16,16.1,15.9,0.8,0.7,0.9,control,1,X,n3346 X
09-04-2018,22803.44,n3346,Female X,16.5,15.9,16,15.9,0.6,0.5,0.6,control,1,X,n3346 X
09-04-2018,23404.26,n3346,Female X,17.5,15.8,16,15.7,1.7,1.5,1.8,control,1,X,n3346 X
09-04-2018,24004.24,n3346,Female X,16.6,15.9,16,15.8,0.7,0.6,0.8,control,1,X,n3346 X
09-04-2018,24604.2,n3346,Female X,16.5,15.9,16,15.9,0.6,0.5,0.6,control,1,X,n3346 X
09-04-2018,25204.28,n3346,Female X,16.4,16,16.1,15.9,0.4,0.3,0.5,control,1,X,n3346 X
09-04-2018,32406.28,n3346,Female X,16.4,15.9,16,15.8,0.5,0.4,0.6,control,1,X,n3346 X
09-04-2018,33005.7,n3346,Female X,16.2,15.7,15.8,15.6,0.5,0.4,0.6,control,1,X,n3346 X
09-04-2018,33606.72,n3346,Female X,16.3,15.7,15.8,15.6,0.6,0.5,0.7,control,1,X,n3346 X
09-04-2018,34206.1,n3346,Female X,16.3,15.7,15.8,15.6,0.6,0.5,0.7,control,1,X,n3346 X
09-04-2018,36006.306,n3346,Female X,16.2,15.7,15.9,15.6,0.5,0.3,0.6,control,1,X,n3346 X
25-07-2016,204.196,n3347,Female X,19.1,17.4,17.2,NA,1.7,1.9,NA,control,2,X,n3347 X
25-07-2016,211.506,n3347,Female X,19.1,17.3,17.1,NA,1.8,2,NA,control,2,X,n3347 X
25-07-2016,360.3,n3347,Female X,18.1,17.2,17.1,NA,0.9,1,NA,control,2,X,n3347 X
25-07-2016,2880.83,n3347,Female X,17.5,17.2,17.1,NA,0.3,0.4,NA,control,2,X,n3347 X
17-08-2016,179.734,n3382,Female X,18.7,18.6,18.1,NA,0.1,0.6,NA,maggot,2,X,n3382 X
17-08-2016,215.948,n3382,Female X,18.6,18.6,18.1,NA,0,0.5,NA,maggot,2,X,n3382 X
17-08-2016,360.204,n3382,Female X,18.6,18.5,18.1,NA,0.1,0.5,NA,maggot,2,X,n3382 X
17-08-2016,540.006,n3382,Female X,21.3,18.5,18.2,NA,2.8,3.1,NA,maggot,2,X,n3382 X
17-08-2016,719.774,n3382,Female X,19.3,18.4,18.1,NA,0.9,1.2,NA,maggot,2,X,n3382 X
17-08-2016,1980.62,n3382,Female X,18.7,18.4,18.3,NA,0.3,0.4,NA,maggot,2,X,n3382 X
17-08-2016,2160.89,n3382,Female X,19.2,18.5,18.4,NA,0.7,0.8,NA,maggot,2,X,n3382 X
17-08-2016,2341.1,n3382,Female X,18.7,18.6,18.5,NA,0.1,0.2,NA,maggot,2,X,n3382 X
17-08-2016,2521.06,n3382,Female X,18.6,18.5,18.4,NA,0.1,0.2,NA,maggot,2,X,n3382 X
17-08-2016,2880.57,n3382,Female X,19.2,18.7,18.6,NA,0.5,0.6,NA,maggot,2,X,n3382 X
17-08-2016,3060.94,n3382,Female X,18.7,18.5,18.4,NA,0.2,0.3,NA,maggot,2,X,n3382 X
17-08-2016,3240.84,n3382,Female X,18.9,18.5,18.4,NA,0.4,0.5,NA,maggot,2,X,n3382 X
17-08-2016,3421.54,n3382,Female X,18.8,18.4,18.4,NA,0.4,0.4,NA,maggot,2,X,n3382 X
17-08-2016,3600.58,n3382,Female X,18.8,18.5,18.5,NA,0.3,0.3,NA,maggot,2,X,n3382 X
17-08-2016,5401.83,n3382,Female X,18,18.5,18.6,NA,-0.5,-0.6,NA,maggot,2,X,n3382 X
17-08-2016,7022.05,n3382,Female X,18.4,18.4,18.5,NA,0,-0.1,NA,maggot,2,X,n3382 X
17-08-2016,7201.85,n3382,Female X,18.4,18.3,18.4,NA,0.1,0,NA,maggot,2,X,n3382 X
17-08-2016,7381.72,n3382,Female X,18.5,18.5,18.5,NA,0,0,NA,maggot,2,X,n3382 X
13-08-2018,11501.6,n3382,Female X,16.7,17.3,17.1,17.5,-0.6,-0.4,-0.8,maggot,2,X,n3382 X
13-08-2018,14502.23,n3382,Female X,16.9,17,16.8,17.2,-0.1,0.1,-0.3,maggot,2,X,n3382 X
14-08-2018,21603.08,n3382,Female X,16.9,17,17,17.2,-0.1,-0.1,-0.3,maggot,2,X,n3382 X
14-08-2018,22204,n3382,Female X,17.3,17.1,17.2,17.3,0.2,0.1,0,maggot,2,X,n3382 X
14-08-2018,22803.665,n3382,Female X,17.1,17.1,17.2,17.2,0,-0.1,-0.1,maggot,2,X,n3382 X
14-08-2018,23404.518,n3382,Female X,17.3,17,17.2,17.2,0.3,0.1,0.1,maggot,2,X,n3382 X
14-08-2018,24004,n3382,Female X,17.6,16.9,17.1,17.1,0.7,0.5,0.5,maggot,2,X,n3382 X
14-08-2018,24603.45,n3382,Female X,17.3,17.1,17.3,17.3,0.2,0,0,maggot,2,X,n3382 X
14-08-2018,25204.17,n3382,Female X,17.3,16.9,17,17,0.4,0.3,0.3,maggot,2,X,n3382 X
14-08-2018,32405.95,n3382,Female X,17.2,16.8,17,16.9,0.4,0.2,0.3,maggot,2,X,n3382 X
14-08-2018,33005.24,n3382,Female X,17.3,16.9,17.1,17,0.4,0.2,0.3,maggot,2,X,n3382 X
14-08-2018,33604.99,n3382,Female X,17.5,16.9,17.2,17,0.6,0.3,0.5,maggot,2,X,n3382 X
14-08-2018,34205.88,n3382,Female X,17.4,16.7,16.9,16.8,0.7,0.5,0.6,maggot,2,X,n3382 X
14-08-2018,34805.79,n3382,Female X,17.4,16.9,17.1,17,0.5,0.3,0.4,maggot,2,X,n3382 X
14-08-2018,35406.18,n3382,Female X,17.4,16.8,17,16.9,0.6,0.4,0.5,maggot,2,X,n3382 X
14-08-2018,36005.96,n3382,Female X,17.5,16.7,16.9,16.8,0.8,0.6,0.7,maggot,2,X,n3382 X
18-08-2016,193.124,n3383,Female X,17.8,18.2,17.9,NA,-0.4,-0.1,NA,maggot,2,X,n3383 X
18-08-2016,199.499,n3383,Female X,17.8,18.2,17.9,NA,-0.4,-0.1,NA,maggot,2,X,n3383 X
18-08-2016,360.477,n3383,Female X,17.8,18,17.8,NA,-0.2,0,NA,maggot,2,X,n3383 X
18-08-2016,720.748,n3383,Female X,18.4,18.1,17.9,NA,0.3,0.5,NA,maggot,2,X,n3383 X
18-08-2016,900.08,n3383,Female X,18.5,18.4,18.2,NA,0.1,0.3,NA,maggot,2,X,n3383 X
18-08-2016,1079.92,n3383,Female X,19,18.5,18.6,NA,0.5,0.4,NA,maggot,2,X,n3383 X
18-08-2016,1440.52,n3383,Female X,19.4,18.4,18.4,NA,1,1,NA,maggot,2,X,n3383 X
18-08-2016,1980.33,n3383,Female X,19.1,18.3,18.3,NA,0.8,0.8,NA,maggot,2,X,n3383 X
18-08-2016,2160.6,n3383,Female X,18.9,18.2,18.2,NA,0.7,0.7,NA,maggot,2,X,n3383 X
18-08-2016,2880.64,n3383,Female X,18.2,18.4,18.5,NA,-0.2,-0.3,NA,maggot,2,X,n3383 X
18-08-2016,3421.28,n3383,Female X,19.2,18.3,18.3,NA,0.9,0.9,NA,maggot,2,X,n3383 X
18-08-2016,3601.35,n3383,Female X,18.7,18.3,18.3,NA,0.4,0.4,NA,maggot,2,X,n3383 X
18-08-2016,3959.92,n3383,Female X,19,18.3,18.3,NA,0.7,0.7,NA,maggot,2,X,n3383 X
18-08-2016,4140.12,n3383,Female X,19.1,18.2,18.3,NA,0.9,0.8,NA,maggot,2,X,n3383 X
18-08-2016,4500.59,n3383,Female X,19,18.3,18.4,NA,0.7,0.6,NA,maggot,2,X,n3383 X
18-08-2016,4679.99,n3383,Female X,18.8,18.3,18.3,NA,0.5,0.5,NA,maggot,2,X,n3383 X
18-08-2016,5040.7,n3383,Female X,18.6,18.1,18.2,NA,0.5,0.4,NA,maggot,2,X,n3383 X
18-08-2016,5401.04,n3383,Female X,19.1,18.1,18.2,NA,1,0.9,NA,maggot,2,X,n3383 X
18-08-2016,5580.07,n3383,Female X,18,18.1,18.2,NA,-0.1,-0.2,NA,maggot,2,X,n3383 X
18-08-2016,5760.67,n3383,Female X,19.1,18.1,18.2,NA,1,0.9,NA,maggot,2,X,n3383 X
18-08-2016,5940.64,n3383,Female X,18.9,18.1,18.2,NA,0.8,0.7,NA,maggot,2,X,n3383 X
18-08-2016,6120.91,n3383,Female X,19,18.2,18.3,NA,0.8,0.7,NA,maggot,2,X,n3383 X
18-08-2016,6301.08,n3383,Female X,18.5,18.1,18.2,NA,0.4,0.3,NA,maggot,2,X,n3383 X
18-08-2016,6481.35,n3383,Female X,18.4,18.2,18.3,NA,0.2,0.1,NA,maggot,2,X,n3383 X
18-08-2016,6660.49,n3383,Female X,18.3,18.1,18.2,NA,0.2,0.1,NA,maggot,2,X,n3383 X
18-08-2016,6841.19,n3383,Female X,18.6,18.2,18.3,NA,0.4,0.3,NA,maggot,2,X,n3383 X
18-08-2016,7200.89,n3383,Female X,18.2,18,18.2,NA,0.2,0,NA,maggot,2,X,n3383 X
18-08-2016,7380.83,n3383,Female X,18.3,18,18.1,NA,0.3,0.2,NA,maggot,2,X,n3383 X
18-08-2016,7559.66,n3383,Female X,18.3,17.9,18,NA,0.4,0.3,NA,maggot,2,X,n3383 X
18-08-2016,7739.9,n3383,Female X,18.4,17.8,17.9,NA,0.6,0.5,NA,maggot,2,X,n3383 X
11-08-2018,10800.37,n3383,Female X,17.4,17,17.1,17,0.4,0.3,0.4,maggot,2,X,n3383 X
11-08-2018,11399.92,n3383,Female X,17.1,16.8,16.9,16.8,0.3,0.2,0.3,maggot,2,X,n3383 X
11-08-2018,34805.79,n3383,Female X,16.9,16.6,16.5,16.6,0.3,0.4,0.3,maggot,2,X,n3383 X
11-08-2018,35406.48,n3383,Female X,17.1,16.7,16.6,16.7,0.4,0.5,0.4,maggot,2,X,n3383 X
03-08-2016,273.893,n3445,Female X,18.3,18.6,18.7,NA,-0.3,-0.4,NA,maggot,1,X,n3445 X
03-08-2016,890.07,n3445,Female X,18.5,18.7,18.9,NA,-0.2,-0.4,NA,maggot,1,X,n3445 X
03-08-2016,1070.47,n3445,Female X,20,18.7,19,NA,1.3,1,NA,maggot,1,X,n3445 X
03-08-2016,1200.21,n3445,Female X,20.8,18.7,19,NA,2.1,1.8,NA,maggot,1,X,n3445 X
03-08-2016,1799.86,n3445,Female X,22.2,18.8,19.1,NA,3.4,3.1,NA,maggot,1,X,n3445 X
03-08-2016,1980.19,n3445,Female X,21.7,18.6,18.9,NA,3.1,2.8,NA,maggot,1,X,n3445 X
03-08-2016,2160.53,n3445,Female X,21.2,18.6,18.9,NA,2.6,2.3,NA,maggot,1,X,n3445 X
03-08-2016,2341.06,n3445,Female X,23.3,18.5,18.9,NA,4.8,4.4,NA,maggot,1,X,n3445 X
03-08-2016,2520.27,n3445,Female X,21.7,18.6,19,NA,3.1,2.7,NA,maggot,1,X,n3445 X
03-08-2016,2699.93,n3445,Female X,20.9,18.6,19,NA,2.3,1.9,NA,maggot,1,X,n3445 X
03-08-2016,2880.74,n3445,Female X,20.1,18.6,18.9,NA,1.5,1.2,NA,maggot,1,X,n3445 X
03-08-2016,3060.61,n3445,Female X,20.3,18.5,18.9,NA,1.8,1.4,NA,maggot,1,X,n3445 X
03-08-2016,3780.65,n3445,Female X,19.5,18.4,18.8,NA,1.1,0.7,NA,maggot,1,X,n3445 X
03-08-2016,4321.09,n3445,Female X,21.1,18.5,18.8,NA,2.6,2.3,NA,maggot,1,X,n3445 X
03-08-2016,4500.49,n3445,Female X,19.8,18.4,18.7,NA,1.4,1.1,NA,maggot,1,X,n3445 X
03-08-2016,4680.93,n3445,Female X,21.5,18.5,18.9,NA,3,2.6,NA,maggot,1,X,n3445 X
03-08-2016,5040.73,n3445,Female X,18.7,18.4,18.7,NA,0.3,0,NA,maggot,1,X,n3445 X
03-08-2016,5580.77,n3445,Female X,19,18.3,18.7,NA,0.7,0.3,NA,maggot,1,X,n3445 X
03-08-2016,5761.21,n3445,Female X,19.1,18.3,18.7,NA,0.8,0.4,NA,maggot,1,X,n3445 X
03-08-2016,5941.64,n3445,Female X,19.2,18.3,18.7,NA,0.9,0.5,NA,maggot,1,X,n3445 X
03-08-2016,6121.44,n3445,Female X,18.8,18.3,18.6,NA,0.5,0.2,NA,maggot,1,X,n3445 X
03-08-2016,7021.35,n3445,Female X,18.8,18.2,18.5,NA,0.6,0.3,NA,maggot,1,X,n3445 X
03-08-2016,7201.72,n3445,Female X,20,18.3,18.6,NA,1.7,1.4,NA,maggot,1,X,n3445 X
08-08-2018,12602.13,n3445,Female X,16.7,16.9,17.2,16.9,-0.2,-0.5,-0.2,maggot,1,X,n3445 X
08-08-2018,22203.88,n3445,Female X,17.3,16.7,17.1,16.6,0.6,0.2,0.7,maggot,1,X,n3445 X
08-08-2018,22804.255,n3445,Female X,17.4,16.7,17.1,16.6,0.7,0.3,0.8,maggot,1,X,n3445 X
08-08-2018,23405.174,n3445,Female X,17.1,16.8,17.3,16.7,0.3,-0.2,0.4,maggot,1,X,n3445 X
08-08-2018,24004.86,n3445,Female X,17.8,16.9,17.3,16.8,0.9,0.5,1,maggot,1,X,n3445 X
08-08-2018,32406.43,n3445,Female X,17.3,16.7,17.2,16.6,0.6,0.1,0.7,maggot,1,X,n3445 X
08-08-2018,33605.87,n3445,Female X,17.4,16.5,17.1,16.4,0.9,0.3,1,maggot,1,X,n3445 X
08-08-2018,34206.46,n3445,Female X,17.5,16.6,17.1,16.5,0.9,0.4,1,maggot,1,X,n3445 X
08-08-2018,35406.83,n3445,Female X,17.4,16.6,17.1,16.4,0.8,0.3,1,maggot,1,X,n3445 X
08-08-2018,36006.41,n3445,Female X,17.3,16.5,17,16.3,0.8,0.3,1,maggot,1,X,n3445 X
05-08-2016,-50.436,n3446,Female X,18.2,18.4,18.3,NA,-0.2,-0.1,NA,maggot,3,X,n3446 X
05-08-2016,-3.708,n3446,Female X,18.3,18.3,18.3,NA,0,0,NA,maggot,3,X,n3446 X
05-08-2016,179.965,n3446,Female X,19.4,18.4,18.4,NA,1,1,NA,maggot,3,X,n3446 X
05-08-2016,360.468,n3446,Female X,19.4,18.3,18.3,NA,1.1,1.1,NA,maggot,3,X,n3446 X
05-08-2016,1260.38,n3446,Female X,19.2,18.3,18.4,NA,0.9,0.8,NA,maggot,3,X,n3446 X
05-08-2016,1440.71,n3446,Female X,19.1,18.2,18.3,NA,0.9,0.8,NA,maggot,3,X,n3446 X
05-08-2016,1621.99,n3446,Female X,22.8,18.3,18.4,NA,4.5,4.4,NA,maggot,3,X,n3446 X
05-08-2016,1980.65,n3446,Female X,21.7,18.2,18.3,NA,3.5,3.4,NA,maggot,3,X,n3446 X
05-08-2016,2161.16,n3446,Female X,18.8,18.2,18.3,NA,0.6,0.5,NA,maggot,3,X,n3446 X
05-08-2016,2341.36,n3446,Female X,19,18.1,18.1,NA,0.9,0.9,NA,maggot,3,X,n3446 X
05-08-2016,5044.46,n3446,Female X,18.5,18,18.2,NA,0.5,0.3,NA,maggot,3,X,n3446 X
05-08-2016,5400.9,n3446,Female X,18.9,18.1,18.3,NA,0.8,0.6,NA,maggot,3,X,n3446 X
05-08-2016,6301.87,n3446,Female X,18.3,17.9,18.1,NA,0.4,0.2,NA,maggot,3,X,n3446 X
02-04-2018,24002.63,n3446,Female X,17,16.6,16.8,16.5,0.4,0.2,0.5,maggot,3,X,n3446 X
02-04-2018,34206.91,n3446,Female X,17,16.4,16.7,16.3,0.6,0.3,0.7,maggot,3,X,n3446 X
02-04-2018,34806.46,n3446,Female X,16.8,16.4,16.7,16.3,0.4,0.1,0.5,maggot,3,X,n3446 X
02-04-2018,35406.61,n3446,Female X,17.1,16.3,16.6,16.2,0.8,0.5,0.9,maggot,3,X,n3446 X
15-07-2014,3386.4,n0615,Male =,16.1,15.8,16.1,NA,0.3,0,NA,control,3,=,n0615 =
15-07-2014,3393.71,n0615,Male =,16.3,15.9,16.1,NA,0.4,0.2,NA,control,3,=,n0615 =
15-07-2014,3421.58,n0615,Male =,16.3,15.8,16.1,NA,0.5,0.2,NA,control,3,=,n0615 =
15-07-2014,3600.81,n0615,Male =,17.7,15.6,15.8,NA,2.1,1.9,NA,control,3,=,n0615 =
15-07-2014,3780.81,n0615,Male =,18.6,15.6,15.9,NA,3,2.7,NA,control,3,=,n0615 =
15-07-2014,3920.93,n0615,Male =,19.1,15.6,15.9,NA,3.5,3.2,NA,control,3,=,n0615 =
15-07-2014,3931.98,n0615,Male =,18.7,15.6,15.9,NA,3.1,2.8,NA,control,3,=,n0615 =
15-07-2014,3955.04,n0615,Male =,NA,NA,NA,NA,,NA,NA,control,3,=,n0615 =
15-07-2014,3955.68,n0615,Male =,15.7,15.6,15.9,NA,0.1,-0.2,NA,control,3,=,n0615 =
15-07-2014,5045.23,n0615,Male =,NA,NA,NA,NA,,NA,NA,control,3,=,n0615 =
15-07-2014,5055.98,n0615,Male =,NA,NA,NA,NA,,NA,NA,control,3,=,n0615 =
15-07-2014,5401.8,n0615,Male =,14.9,15.4,15.6,NA,-0.5,-0.7,NA,control,3,=,n0615 =
15-07-2014,6121.31,n0615,Male =,15,15.3,15.6,NA,-0.3,-0.6,NA,control,3,=,n0615 =
15-07-2014,6301.81,n0615,Male =,15.1,15.5,15.7,NA,-0.4,-0.6,NA,control,3,=,n0615 =
26-11-2018,10801.33,n0615,Male =,14,14.1,14.3,14.3,-0.1,-0.3,-0.3,control,3,=,n0615 =
26-11-2018,11402.38,n0615,Male =,14,13.9,14,14.1,0.1,0,-0.1,control,3,=,n0615 =
26-11-2018,12001.46,n0615,Male =,14.1,13.9,14.1,14.1,0.2,0,0,control,3,=,n0615 =
26-11-2018,12602.12,n0615,Male =,13.8,13.9,14.1,14.2,-0.1,-0.3,-0.4,control,3,=,n0615 =
26-11-2018,13202.33,n0615,Male =,13.9,13.8,13.9,14.1,0.1,0,-0.2,control,3,=,n0615 =
26-11-2018,24004.34,n0615,Male =,12.9,13.4,13.7,13.5,-0.5,-0.8,-0.6,control,3,=,n0615 =
23-01-2015,1438.55,n0616,Male =,18.3,15.4,15.8,NA,2.9,2.5,NA,control,2,=,n0616 =
23-01-2015,1798.24,n0616,Male =,17.5,15.2,15.7,NA,2.3,1.8,NA,control,2,=,n0616 =
23-01-2015,2159.26,n0616,Male =,17.3,15,15.4,NA,2.3,1.9,NA,control,2,=,n0616 =
23-01-2015,3861.88,n0616,Male =,NA,NA,NA,NA,,NA,NA,control,2,=,n0616 =
23-01-2015,3867.39,n0616,Male =,NA,NA,NA,NA,,NA,NA,control,2,=,n0616 =
23-01-2015,3960.41,n0616,Male =,18.2,15.2,15.6,NA,3,2.6,NA,control,2,=,n0616 =
23-01-2015,4140.27,n0616,Male =,15.9,14.9,15.4,NA,1,0.5,NA,control,2,=,n0616 =
23-01-2015,4860.85,n0616,Male =,17,15,15.4,NA,2,1.6,NA,control,2,=,n0616 =
29-01-2015,11353.4,n0616,Male =,12.9,13.1,13.5,13.2,-0.2,-0.6,-0.3,control,2,=,n0616 =
23-11-2018,14354.31,n0616,Male =,12.8,12.9,13.3,13.1,-0.1,-0.5,-0.3,control,2,=,n0616 =
01-11-2016,1683.6,n0673,Male =,14.5,15.1,15.4,NA,-0.6,-0.9,NA,control,3,=,n0673 =
01-11-2016,1718.21,n0673,Male =,14.7,14.9,15.3,NA,-0.2,-0.6,NA,control,3,=,n0673 =
01-11-2016,1800.75,n0673,Male =,15,15,15.3,NA,0,-0.3,NA,control,3,=,n0673 =
01-11-2016,1980.02,n0673,Male =,15.3,14.9,15.3,NA,0.4,0,NA,control,3,=,n0673 =
01-11-2016,2160.29,n0673,Male =,15.6,15.1,15.5,NA,0.5,0.1,NA,control,3,=,n0673 =
01-11-2016,2340.09,n0673,Male =,14.9,14.8,15.2,NA,0.1,-0.3,NA,control,3,=,n0673 =
01-11-2016,2521.09,n0673,Male =,15,14.7,15.1,NA,0.3,-0.1,NA,control,3,=,n0673 =
01-11-2016,2701.1,n0673,Male =,15.1,14.8,15.2,NA,0.3,-0.1,NA,control,3,=,n0673 =
01-11-2016,2881.47,n0673,Male =,14.9,14.7,15.1,NA,0.2,-0.2,NA,control,3,=,n0673 =
01-11-2016,3240.97,n0673,Male =,15.2,14.9,15.2,NA,0.3,0,NA,control,3,=,n0673 =
01-11-2016,3600.74,n0673,Male =,15.4,14.9,15.2,NA,0.5,0.2,NA,control,3,=,n0673 =
01-11-2016,3780.88,n0673,Male =,15.2,14.8,15.1,NA,0.4,0.1,NA,control,3,=,n0673 =
01-11-2016,3960.11,n0673,Male =,15,14.8,15.1,NA,0.2,-0.1,NA,control,3,=,n0673 =
01-11-2016,4140.61,n0673,Male =,15.2,15,15.3,NA,0.2,-0.1,NA,control,3,=,n0673 =
01-11-2016,4320.41,n0673,Male =,15.4,14.7,15.1,NA,0.7,0.3,NA,control,3,=,n0673 =
01-11-2016,4500.62,n0673,Male =,15.2,14.9,15.2,NA,0.3,0,NA,control,3,=,n0673 =
01-11-2016,4680.85,n0673,Male =,15.1,14.8,15.1,NA,0.3,0,NA,control,3,=,n0673 =
01-11-2016,4861.22,n0673,Male =,15.2,14.8,15.2,NA,0.4,0,NA,control,3,=,n0673 =
01-11-2016,5040.76,n0673,Male =,15,14.8,15.2,NA,0.2,-0.2,NA,control,3,=,n0673 =
01-11-2016,5220.66,n0673,Male =,14.8,14.6,15,NA,0.2,-0.2,NA,control,3,=,n0673 =
01-11-2016,5400.66,n0673,Male =,14.9,14.6,15,NA,0.3,-0.1,NA,control,3,=,n0673 =
01-11-2016,5581.26,n0673,Male =,14.7,14.7,15.1,NA,0,-0.4,NA,control,3,=,n0673 =
01-11-2016,5761.47,n0673,Male =,14.7,14.6,15.1,NA,0.1,-0.4,NA,control,3,=,n0673 =
01-11-2016,5940.77,n0673,Male =,15,14.6,15,NA,0.4,0,NA,control,3,=,n0673 =
23-11-2018,11402.43,n0673,Male =,13.9,13.3,13.7,13.2,0.6,0.2,0.7,control,3,=,n0673 =
23-11-2018,12001.48,n0673,Male =,13.4,12.9,13.2,12.8,0.5,0.2,0.6,control,3,=,n0673 =
23-11-2018,13802.369,n0673,Male =,13.8,12.8,13.1,12.7,1,0.7,1.1,control,3,=,n0673 =
23-11-2018,14402.55,n0673,Male =,13.8,12.8,13.1,12.6,1,0.7,1.2,control,3,=,n0673 =
28-10-2016,1159.92,n0867,Male =,16.9,17.4,18.4,NA,-0.5,-1.5,NA,maggot,1,=,n0867 =
28-10-2016,1169.23,n0867,Male =,16.7,17.4,18.3,NA,-0.7,-1.6,NA,maggot,1,=,n0867 =
28-10-2016,1260.45,n0867,Male =,17.1,17.3,18.2,NA,-0.2,-1.1,NA,maggot,1,=,n0867 =
28-10-2016,1440.49,n0867,Male =,NA,NA,NA,NA,,NA,NA,maggot,1,=,n0867 =
28-10-2016,1620.65,n0867,Male =,17.6,17.4,18.2,NA,0.2,-0.6,NA,maggot,1,=,n0867 =
28-10-2016,1800.96,n0867,Male =,17.6,17.3,18.1,NA,0.3,-0.5,NA,maggot,1,=,n0867 =
28-10-2016,1980.16,n0867,Male =,17.8,17.3,17.9,NA,0.5,-0.1,NA,maggot,1,=,n0867 =
28-10-2016,2160.46,n0867,Male =,18.1,17.3,18,NA,0.8,0.1,NA,maggot,1,=,n0867 =
28-10-2016,2340.26,n0867,Male =,18.2,17.4,18,NA,0.8,0.2,NA,maggot,1,=,n0867 =
28-10-2016,2520.9,n0867,Male =,17.5,17.5,18,NA,0,-0.5,NA,maggot,1,=,n0867 =
28-10-2016,2880.44,n0867,Male =,17.2,17.3,17.8,NA,-0.1,-0.6,NA,maggot,1,=,n0867 =
28-10-2016,3060.57,n0867,Male =,17.2,17.2,17.6,NA,0,-0.4,NA,maggot,1,=,n0867 =
28-10-2016,3240.77,n0867,Male =,16.8,17.2,17.7,NA,-0.4,-0.9,NA,maggot,1,=,n0867 =
28-10-2016,3780.58,n0867,Male =,17,17.1,17.5,NA,-0.1,-0.5,NA,maggot,1,=,n0867 =
