Date_dmy,Time_Relative_sf,Observation,Subject,Tb,Ta,Tc,Ts,Tb.Ta,Tb.Tc,Tb.Ts,treat,mi_hier,mark,nm
15-07-2014,708.794,n0615,Female H,15.2,16,16.3,NA,-0.8,-1.1,NA,control,2,H,n0615 H
15-07-2014,720.242,n0615,Female H,15.3,16.1,16.4,NA,-0.8,-1.1,NA,control,2,H,n0615 H
15-07-2014,724.915,n0615,Female H,15.3,16,16.3,NA,-0.7,-1,NA,control,2,H,n0615 H
15-07-2014,1080.71,n0615,Female H,16.4,16.2,16.5,NA,0.2,-0.1,NA,control,2,H,n0615 H
15-07-2014,1260.52,n0615,Female H,16.5,16.2,16.5,NA,0.3,0,NA,control,2,H,n0615 H
15-07-2014,2700.53,n0615,Female H,15.6,15.9,16.2,NA,-0.3,-0.6,NA,control,2,H,n0615 H
15-07-2014,3961.12,n0615,Female H,16.1,15.6,15.8,NA,0.5,0.3,NA,control,2,H,n0615 H
15-07-2014,5999.48,n0615,Female H,NA,NA,NA,NA,,NA,NA,control,2,H,n0615 H
15-07-2014,6000.72,n0615,Female H,NA,NA,NA,NA,,NA,NA,control,2,H,n0615 H
23-01-2015,1672.87,n0616,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n0616 H
23-01-2015,1675.3,n0616,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n0616 H
23-01-2015,1979.13,n0616,Female H,17.4,15.3,15.8,NA,2.1,1.6,NA,control,1,H,n0616 H
23-01-2015,5040.75,n0616,Female H,14.8,14.9,15.3,NA,-0.1,-0.5,NA,control,1,H,n0616 H
23-01-2015,5070.96,n0616,Female H,15.5,15.1,15.4,NA,0.4,0.1,NA,control,1,H,n0616 H
23-01-2015,5400.84,n0616,Female H,18,14.7,15.2,NA,3.3,2.8,NA,control,1,H,n0616 H
23-01-2015,5760.93,n0616,Female H,18.4,14.8,15.2,NA,3.6,3.2,NA,control,1,H,n0616 H
29-01-2015,6481.066,n0616,Female H,17,14.5,14.9,NA,2.5,2.1,NA,control,1,H,n0616 H
29-01-2015,10753.85,n0616,Female H,17.3,13.3,13.7,13.4,4,3.6,3.9,control,1,H,n0616 H
29-01-2015,11954.49,n0616,Female H,15,12.9,13.3,13.1,2.1,1.7,1.9,control,1,H,n0616 H
23-11-2018,13155.04,n0616,Female H,16.3,12.8,13.3,13,3.5,3,3.3,control,1,H,n0616 H
23-11-2018,13754.49,n0616,Female H,14.8,12.8,13.2,13,2,1.6,1.8,control,1,H,n0616 H
23-11-2018,14354.31,n0616,Female H,16.1,12.9,13.3,13.1,3.2,2.8,3,control,1,H,n0616 H
23-11-2018,21555.91,n0616,Female H,15.2,12.7,13.1,13,2.5,2.1,2.2,control,1,H,n0616 H
23-11-2018,22156.33,n0616,Female H,15.7,12.6,13,12.9,3.1,2.7,2.8,control,1,H,n0616 H
23-11-2018,22756.28,n0616,Female H,15.8,12.6,13.1,12.7,3.2,2.7,3.1,control,1,H,n0616 H
23-11-2018,23357.27,n0616,Female H,14.6,12.6,13,12.9,2,1.6,1.7,control,1,H,n0616 H
23-11-2018,23956.69,n0616,Female H,12.9,12.5,12.9,12.8,0.4,0,0.1,control,1,H,n0616 H
26-11-2018,24556.953,n0616,Female H,13.6,12.6,13,12.9,1,0.6,0.7,control,1,H,n0616 H
26-11-2018,32357.34,n0616,Female H,15.6,12.3,12.8,12.6,3.3,2.8,3,control,1,H,n0616 H
26-11-2018,32958.16,n0616,Female H,14.8,12.3,12.8,12.6,2.5,2,2.2,control,1,H,n0616 H
26-11-2018,34758.82,n0616,Female H,15.3,12.3,12.7,12.6,3,2.6,2.7,control,1,H,n0616 H
26-11-2018,35958.89,n0616,Female H,14.5,12.3,12.7,12.6,2.2,1.8,1.9,control,1,H,n0616 H
01-11-2016,359.032,n0673,Female H,14.6,15,15.3,NA,-0.4,-0.7,NA,control,1,H,n0673 H
01-11-2016,362.87,n0673,Female H,15.2,15.1,15.5,NA,0.1,-0.3,NA,control,1,H,n0673 H
01-11-2016,540.136,n0673,Female H,15.4,15,15.4,NA,0.4,0,NA,control,1,H,n0673 H
01-11-2016,720.305,n0673,Female H,15.3,15.1,15.4,NA,0.2,-0.1,NA,control,1,H,n0673 H
01-11-2016,901.07,n0673,Female H,15.1,15,15.3,NA,0.1,-0.2,NA,control,1,H,n0673 H
01-11-2016,1080.01,n0673,Female H,15.9,15,15.3,NA,0.9,0.6,NA,control,1,H,n0673 H
01-11-2016,1800.75,n0673,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n0673 H
01-11-2016,1980.02,n0673,Female H,15.2,14.9,15.3,NA,0.3,-0.1,NA,control,1,H,n0673 H
01-11-2016,2160.29,n0673,Female H,15.7,15.1,15.5,NA,0.6,0.2,NA,control,1,H,n0673 H
01-11-2016,2340.09,n0673,Female H,15.1,14.8,15.2,NA,0.3,-0.1,NA,control,1,H,n0673 H
01-11-2016,2521.09,n0673,Female H,15.9,14.7,15.1,NA,1.2,0.8,NA,control,1,H,n0673 H
01-11-2016,2701.1,n0673,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n0673 H
01-11-2016,2881.47,n0673,Female H,17.9,14.7,15.1,NA,3.2,2.8,NA,control,1,H,n0673 H
01-11-2016,3060.7,n0673,Female H,17.5,14.8,15.2,NA,2.7,2.3,NA,control,1,H,n0673 H
01-11-2016,3240.97,n0673,Female H,17.6,14.9,15.2,NA,2.7,2.4,NA,control,1,H,n0673 H
01-11-2016,3421.1,n0673,Female H,17.2,14.9,15.2,NA,2.3,2,NA,control,1,H,n0673 H
01-11-2016,3600.74,n0673,Female H,16.2,14.9,15.2,NA,1.3,1,NA,control,1,H,n0673 H
01-11-2016,3780.88,n0673,Female H,16,14.8,15.1,NA,1.2,0.9,NA,control,1,H,n0673 H
01-11-2016,3960.11,n0673,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n0673 H
01-11-2016,4140.61,n0673,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n0673 H
01-11-2016,4320.41,n0673,Female H,16.2,14.7,15.1,NA,1.5,1.1,NA,control,1,H,n0673 H
01-11-2016,4500.62,n0673,Female H,16.5,14.9,15.2,NA,1.6,1.3,NA,control,1,H,n0673 H
01-11-2016,4680.85,n0673,Female H,17.1,14.8,15.1,NA,2.3,2,NA,control,1,H,n0673 H
01-11-2016,4861.22,n0673,Female H,17.6,14.8,15.2,NA,2.8,2.4,NA,control,1,H,n0673 H
01-11-2016,5040.76,n0673,Female H,18,14.8,15.2,NA,3.2,2.8,NA,control,1,H,n0673 H
01-11-2016,5220.66,n0673,Female H,17.9,14.6,15,NA,3.3,2.9,NA,control,1,H,n0673 H
01-11-2016,5400.66,n0673,Female H,18.6,14.6,15,NA,4,3.6,NA,control,1,H,n0673 H
01-11-2016,5581.26,n0673,Female H,19.2,14.7,15.1,NA,4.5,4.1,NA,control,1,H,n0673 H
01-11-2016,5761.47,n0673,Female H,19.3,14.6,15.1,NA,4.7,4.2,NA,control,1,H,n0673 H
01-11-2016,5940.77,n0673,Female H,18.4,14.6,15,NA,3.8,3.4,NA,control,1,H,n0673 H
01-11-2016,6121.04,n0673,Female H,17.9,14.6,15,NA,3.3,2.9,NA,control,1,H,n0673 H
01-11-2016,6300.97,n0673,Female H,18.9,14.6,15.1,NA,4.3,3.8,NA,control,1,H,n0673 H
23-11-2018,12001.48,n0673,Female H,16.4,12.9,13.2,12.8,3.5,3.2,3.6,control,1,H,n0673 H
23-11-2018,12602.23,n0673,Female H,16.5,13.1,13.4,12.9,3.4,3.1,3.6,control,1,H,n0673 H
23-11-2018,13802.369,n0673,Female H,16.4,12.8,13.1,12.7,3.6,3.3,3.7,control,1,H,n0673 H
23-11-2018,21604.28,n0673,Female H,12.6,12.4,12.7,12.2,0.2,-0.1,0.4,control,1,H,n0673 H
23-11-2018,24003.96,n0673,Female H,15.2,12.6,12.8,12.7,2.6,2.4,2.5,control,1,H,n0673 H
23-11-2018,34206.423,n0673,Female H,12.6,12.6,12.6,12.8,0,0,-0.2,control,1,H,n0673 H
28-10-2016,409.27,n0867,Female H,16.1,17.4,18.6,NA,-1.3,-2.5,NA,maggot,2,H,n0867 H
28-10-2016,439.91,n0867,Female H,16.1,17.4,18.6,NA,-1.3,-2.5,NA,maggot,2,H,n0867 H
28-10-2016,540.341,n0867,Female H,17.1,17.4,18.4,NA,-0.3,-1.3,NA,maggot,2,H,n0867 H
28-10-2016,720.677,n0867,Female H,19.7,17.3,18.4,NA,2.4,1.3,NA,maggot,2,H,n0867 H
28-10-2016,899.912,n0867,Female H,21.1,17.4,18.5,NA,3.7,2.6,NA,maggot,2,H,n0867 H
28-10-2016,1079.55,n0867,Female H,19.2,17.4,18.3,NA,1.8,0.9,NA,maggot,2,H,n0867 H
28-10-2016,2160.46,n0867,Female H,16.5,17.3,18,NA,-0.8,-1.5,NA,maggot,2,H,n0867 H
28-10-2016,2520.9,n0867,Female H,17.7,17.5,18,NA,0.2,-0.3,NA,maggot,2,H,n0867 H
28-10-2016,2701.1,n0867,Female H,NA,NA,NA,NA,,NA,NA,maggot,2,H,n0867 H
28-10-2016,2880.44,n0867,Female H,18.3,17.3,17.8,NA,1,0.5,NA,maggot,2,H,n0867 H
28-10-2016,3780.58,n0867,Female H,NA,NA,NA,NA,,NA,NA,maggot,2,H,n0867 H
28-10-2016,3960.05,n0867,Female H,NA,NA,NA,NA,,NA,NA,maggot,2,H,n0867 H
28-10-2016,4140.62,n0867,Female H,19,17,17.5,NA,2,1.5,NA,maggot,2,H,n0867 H
28-10-2016,4320.65,n0867,Female H,18.4,17.1,17.5,NA,1.3,0.9,NA,maggot,2,H,n0867 H
28-10-2016,4500.82,n0867,Female H,17.5,16.9,17.2,NA,0.6,0.3,NA,maggot,2,H,n0867 H
28-10-2016,4680.92,n0867,Female H,17.8,16.9,17.3,NA,0.9,0.5,NA,maggot,2,H,n0867 H
28-10-2016,4860.39,n0867,Female H,17.4,16.8,17.2,NA,0.6,0.2,NA,maggot,2,H,n0867 H
28-10-2016,5040.76,n0867,Female H,17,16.8,17.2,NA,0.2,-0.2,NA,maggot,2,H,n0867 H
28-10-2016,5220.76,n0867,Female H,NA,NA,NA,NA,,NA,NA,maggot,2,H,n0867 H
28-10-2016,5401.13,n0867,Female H,NA,NA,NA,NA,,NA,NA,maggot,2,H,n0867 H
28-10-2016,5581.6,n0867,Female H,17.9,17,17.3,NA,0.9,0.6,NA,maggot,2,H,n0867 H
28-10-2016,5761.54,n0867,Female H,17.4,16.9,17.2,NA,0.5,0.2,NA,maggot,2,H,n0867 H
28-10-2016,5940.57,n0867,Female H,17.2,16.9,17.2,NA,0.3,0,NA,maggot,2,H,n0867 H
28-10-2016,6121.04,n0867,Female H,17.2,16.9,17.2,NA,0.3,0,NA,maggot,2,H,n0867 H
28-10-2016,6300.94,n0867,Female H,17.1,16.8,17.1,NA,0.3,0,NA,maggot,2,H,n0867 H
28-10-2016,6481.38,n0867,Female H,17.1,16.8,17,NA,0.3,0.1,NA,maggot,2,H,n0867 H
28-10-2016,6661.58,n0867,Female H,16.8,16.8,17,NA,0,-0.2,NA,maggot,2,H,n0867 H
28-10-2016,6840.92,n0867,Female H,16.9,16.9,17.1,NA,0,-0.2,NA,maggot,2,H,n0867 H
21-11-2018,10800.89,n0867,Female H,15.4,15.3,15.3,15.6,0.1,0.1,-0.2,maggot,2,H,n0867 H
21-11-2018,13802.22,n0867,Female H,14.9,15,15,15.3,-0.1,-0.1,-0.4,maggot,2,H,n0867 H
21-11-2018,14402.352,n0867,Female H,14.7,14.6,14.6,14.8,0.1,0.1,-0.1,maggot,2,H,n0867 H
21-11-2018,22203.776,n0867,Female H,14.7,14.2,14.4,14.4,0.5,0.3,0.3,maggot,2,H,n0867 H
21-11-2018,22803.13,n0867,Female H,14.4,14.3,14.4,14.4,0.1,0,0,maggot,2,H,n0867 H
21-11-2018,23403.51,n0867,Female H,14.9,14.3,14.4,14.4,0.6,0.5,0.5,maggot,2,H,n0867 H
21-11-2018,24003.83,n0867,Female H,14.9,14.2,14.4,14.3,0.7,0.5,0.6,maggot,2,H,n0867 H
21-11-2018,24604.18,n0867,Female H,14.5,14.2,14.4,14.4,0.3,0.1,0.1,maggot,2,H,n0867 H
21-11-2018,25204.2,n0867,Female H,14.8,14.2,14.4,14.3,0.6,0.4,0.5,maggot,2,H,n0867 H
22-11-2018,32405.63,n0867,Female H,14.5,14,14.2,14.1,0.5,0.3,0.4,maggot,2,H,n0867 H
22-11-2018,33006.82,n0867,Female H,14.7,14,14.2,14.1,0.7,0.5,0.6,maggot,2,H,n0867 H
22-11-2018,33606.54,n0867,Female H,14.7,14.1,14.3,14.2,0.6,0.4,0.5,maggot,2,H,n0867 H
22-11-2018,34206.22,n0867,Female H,14.5,14.1,14.3,14.2,0.4,0.2,0.3,maggot,2,H,n0867 H
22-11-2018,34806.91,n0867,Female H,14.7,14.1,14.3,14.1,0.6,0.4,0.6,maggot,2,H,n0867 H
22-11-2018,35406.433,n0867,Female H,14.8,14.1,14.3,14.1,0.7,0.5,0.7,maggot,2,H,n0867 H
22-11-2018,36006.918,n0867,Female H,14.6,14.1,14.3,14.2,0.5,0.3,0.4,maggot,2,H,n0867 H
27-10-2016,1456.04,n0947,Female H,15.3,16.1,16.8,NA,-0.8,-1.5,NA,maggot,1,H,n0947 H
27-10-2016,1472.3,n0947,Female H,15.5,16.1,16.9,NA,-0.6,-1.4,NA,maggot,1,H,n0947 H
27-10-2016,1619.19,n0947,Female H,16.3,16.2,16.9,NA,0.1,-0.6,NA,maggot,1,H,n0947 H
27-10-2016,1799.53,n0947,Female H,17.1,16.2,17,NA,0.9,0.1,NA,maggot,1,H,n0947 H
27-10-2016,1979.86,n0947,Female H,NA,NA,NA,NA,,NA,NA,maggot,1,H,n0947 H
27-10-2016,2160.1,n0947,Female H,16.7,16.1,16.7,NA,0.6,0,NA,maggot,1,H,n0947 H
27-10-2016,2340.23,n0947,Female H,NA,NA,NA,NA,,NA,NA,maggot,1,H,n0947 H
27-10-2016,2520.44,n0947,Female H,16.9,15.9,16.6,NA,1,0.3,NA,maggot,1,H,n0947 H
27-10-2016,2699.64,n0947,Female H,17.2,16,16.6,NA,1.2,0.6,NA,maggot,1,H,n0947 H
27-10-2016,2879.97,n0947,Female H,16.9,16,16.5,NA,0.9,0.4,NA,maggot,1,H,n0947 H
27-10-2016,3060.41,n0947,Female H,17.2,15.9,16.4,NA,1.3,0.8,NA,maggot,1,H,n0947 H
27-10-2016,3239.88,n0947,Female H,17.1,15.9,16.3,NA,1.2,0.8,NA,maggot,1,H,n0947 H
27-10-2016,3420.45,n0947,Female H,NA,NA,NA,NA,,NA,NA,maggot,1,H,n0947 H
27-10-2016,3599.85,n0947,Female H,16.7,15.9,16.3,NA,0.8,0.4,NA,maggot,1,H,n0947 H
27-10-2016,3959.95,n0947,Female H,16.4,15.9,16.3,NA,0.5,0.1,NA,maggot,1,H,n0947 H
27-10-2016,4140.92,n0947,Female H,16.7,16,16.3,NA,0.7,0.4,NA,maggot,1,H,n0947 H
27-10-2016,4320.82,n0947,Female H,16.7,15.6,16,NA,1.1,0.7,NA,maggot,1,H,n0947 H
27-10-2016,4501.09,n0947,Female H,17.4,15.6,16,NA,1.8,1.4,NA,maggot,1,H,n0947 H
27-10-2016,4680.59,n0947,Female H,17.4,15.7,16,NA,1.7,1.4,NA,maggot,1,H,n0947 H
27-10-2016,4860.4,n0947,Female H,17.4,15.8,16.2,NA,1.6,1.2,NA,maggot,1,H,n0947 H
27-10-2016,5040.9,n0947,Female H,17,15.6,16.1,NA,1.4,0.9,NA,maggot,1,H,n0947 H
27-10-2016,5220.77,n0947,Female H,18.2,15.7,16.1,NA,2.5,2.1,NA,maggot,1,H,n0947 H
27-10-2016,5401.24,n0947,Female H,18.6,15.8,16.2,NA,2.8,2.4,NA,maggot,1,H,n0947 H
27-10-2016,5580.71,n0947,Female H,17,15.8,16.1,NA,1.2,0.9,NA,maggot,1,H,n0947 H
27-10-2016,5760.21,n0947,Female H,16.8,15.7,16,NA,1.1,0.8,NA,maggot,1,H,n0947 H
27-10-2016,5940.94,n0947,Female H,16.6,15.7,16,NA,0.9,0.6,NA,maggot,1,H,n0947 H
27-10-2016,6121.05,n0947,Female H,17,15.6,15.9,NA,1.4,1.1,NA,maggot,1,H,n0947 H
27-10-2016,6301.45,n0947,Female H,17.5,15.6,15.9,NA,1.9,1.6,NA,maggot,1,H,n0947 H
27-10-2016,6481.82,n0947,Female H,18,15.6,15.9,NA,2.4,2.1,NA,maggot,1,H,n0947 H
27-10-2016,6661.02,n0947,Female H,17.9,15.7,15.9,NA,2.2,2,NA,maggot,1,H,n0947 H
27-10-2016,6841.09,n0947,Female H,18.3,15.6,15.9,NA,2.7,2.4,NA,maggot,1,H,n0947 H
27-10-2016,7021.49,n0947,Female H,17.2,15.6,15.9,NA,1.6,1.3,NA,maggot,1,H,n0947 H
27-10-2016,7201.19,n0947,Female H,16.7,15.5,15.8,NA,1.2,0.9,NA,maggot,1,H,n0947 H
27-10-2016,7381.03,n0947,Female H,18.7,15.6,15.8,NA,3.1,2.9,NA,maggot,1,H,n0947 H
27-10-2016,7740.53,n0947,Female H,17,15.5,15.8,NA,1.5,1.2,NA,maggot,1,H,n0947 H
19-11-2018,10801.86,n0947,Female H,14.5,14.2,14.3,14.2,0.3,0.2,0.3,maggot,1,H,n0947 H
19-11-2018,11401.91,n0947,Female H,14.6,14.1,14.3,14.1,0.5,0.3,0.5,maggot,1,H,n0947 H
19-11-2018,12001.96,n0947,Female H,14.6,14,14.2,14,0.6,0.4,0.6,maggot,1,H,n0947 H
19-11-2018,12602.25,n0947,Female H,14.5,13.9,14.1,13.9,0.6,0.4,0.6,maggot,1,H,n0947 H
19-11-2018,13802.75,n0947,Female H,14.3,14,14.1,14,0.3,0.2,0.3,maggot,1,H,n0947 H
19-11-2018,14402.8,n0947,Female H,14.1,13.8,13.9,13.8,0.3,0.2,0.3,maggot,1,H,n0947 H
19-11-2018,21602.91,n0947,Female H,14.2,13.7,14,13.8,0.5,0.2,0.4,maggot,1,H,n0947 H
19-11-2018,22200.16,n0947,Female H,14,13.8,14.1,13.8,0.2,-0.1,0.2,maggot,1,H,n0947 H
19-11-2018,32405.73,n0947,Female H,14.1,13.6,13.9,13.6,0.5,0.2,0.5,maggot,1,H,n0947 H
19-11-2018,33606,n0947,Female H,14,13.5,13.8,13.5,0.5,0.2,0.5,maggot,1,H,n0947 H
24-10-2016,537.538,n1072,Female H,17.4,17.4,16.9,NA,0,0.5,NA,control,1,H,n1072 H
24-10-2016,556.712,n1072,Female H,17.4,17.5,16.9,NA,-0.1,0.5,NA,control,1,H,n1072 H
24-10-2016,1037.093,n1072,Female H,17.6,17.6,17.1,NA,0,0.5,NA,control,1,H,n1072 H
24-10-2016,2123.94,n1072,Female H,17.8,17.3,16.9,NA,0.5,0.9,NA,control,1,H,n1072 H
24-10-2016,2305.67,n1072,Female H,18.3,17.2,16.9,NA,1.1,1.4,NA,control,1,H,n1072 H
24-10-2016,2486.63,n1072,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n1072 H
24-10-2016,2667.99,n1072,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n1072 H
24-10-2016,2849.22,n1072,Female H,18.1,17.2,17,NA,0.9,1.1,NA,control,1,H,n1072 H
24-10-2016,3029.64,n1072,Female H,17.5,17.2,16.9,NA,0.3,0.6,NA,control,1,H,n1072 H
24-10-2016,3210.9,n1072,Female H,18.3,17.3,17.1,NA,1,1.2,NA,control,1,H,n1072 H
24-10-2016,3392.59,n1072,Female H,18,17.3,17,NA,0.7,1,NA,control,1,H,n1072 H
24-10-2016,3573.11,n1072,Female H,18,17.1,16.9,NA,0.9,1.1,NA,control,1,H,n1072 H
24-10-2016,3754.14,n1072,Female H,17.7,17,16.7,NA,0.7,1,NA,control,1,H,n1072 H
24-10-2016,3934.66,n1072,Female H,20,17.1,16.9,NA,2.9,3.1,NA,control,1,H,n1072 H
24-10-2016,4297.18,n1072,Female H,18.8,17.1,17,NA,1.7,1.8,NA,control,1,H,n1072 H
24-10-2016,4478.84,n1072,Female H,19.1,17.2,17,NA,1.9,2.1,NA,control,1,H,n1072 H
24-10-2016,4659.93,n1072,Female H,18.9,17.1,17,NA,1.8,1.9,NA,control,1,H,n1072 H
24-10-2016,4841.59,n1072,Female H,19.1,17,16.8,NA,2.1,2.3,NA,control,1,H,n1072 H
24-10-2016,5021.85,n1072,Female H,19.9,17,16.9,NA,2.9,3,NA,control,1,H,n1072 H
24-10-2016,5203.24,n1072,Female H,20.1,17.1,17,NA,3,3.1,NA,control,1,H,n1072 H
24-10-2016,5384.03,n1072,Female H,20.3,17,16.9,NA,3.3,3.4,NA,control,1,H,n1072 H
24-10-2016,5565.56,n1072,Female H,19.5,16.9,16.8,NA,2.6,2.7,NA,control,1,H,n1072 H
24-10-2016,5746.85,n1072,Female H,18.6,17,16.9,NA,1.6,1.7,NA,control,1,H,n1072 H
24-10-2016,5927.14,n1072,Female H,19.9,17,16.8,NA,2.9,3.1,NA,control,1,H,n1072 H
24-10-2016,6109.6,n1072,Female H,18.5,17,17,NA,1.5,1.5,NA,control,1,H,n1072 H
24-10-2016,6289.86,n1072,Female H,18.4,16.9,16.9,NA,1.5,1.5,NA,control,1,H,n1072 H
24-10-2016,6470.91,n1072,Female H,18.3,16.8,16.7,NA,1.5,1.6,NA,control,1,H,n1072 H
24-10-2016,6652.37,n1072,Female H,19.2,16.9,16.8,NA,2.3,2.4,NA,control,1,H,n1072 H
24-10-2016,6834.2,n1072,Female H,21.7,16.9,16.8,NA,4.8,4.9,NA,control,1,H,n1072 H
24-10-2016,7015.2,n1072,Female H,20.6,16.7,16.7,NA,3.9,3.9,NA,control,1,H,n1072 H
24-10-2016,7196.32,n1072,Female H,21.1,17,17,NA,4.1,4.1,NA,control,1,H,n1072 H
24-10-2016,7376.74,n1072,Female H,19.2,17.1,17,NA,2.1,2.2,NA,control,1,H,n1072 H
24-10-2016,7558.1,n1072,Female H,20.9,16.9,17,NA,4,3.9,NA,control,1,H,n1072 H
24-10-2016,7739.7,n1072,Female H,20.6,17.1,17.1,NA,3.5,3.5,NA,control,1,H,n1072 H
24-10-2016,7921.09,n1072,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n1072 H
24-10-2016,8101.98,n1072,Female H,NA,NA,NA,NA,,NA,NA,control,1,H,n1072 H
29-10-2015,931.52,n2801,Female H,17.6,17.6,17.5,NA,0,0.1,NA,control,1,H,n2801 H
29-10-2015,3660.39,n2801,Female H,17.5,17.4,17.4,NA,0.1,0.1,NA,control,1,H,n2801 H
29-10-2015,3840.93,n2801,Female H,19.5,17.4,17.5,NA,2.1,2,NA,control,1,H,n2801 H
29-10-2015,4021.23,n2801,Female H,22.3,17.3,17.4,NA,5,4.9,NA,control,1,H,n2801 H
29-10-2015,4201.53,n2801,Female H,21.8,17.4,17.5,NA,4.4,4.3,NA,control,1,H,n2801 H
29-10-2015,4381.44,n2801,Female H,21.2,17.3,17.4,NA,3.9,3.8,NA,control,1,H,n2801 H
29-10-2015,4561.51,n2801,Female H,22.2,17.2,17.4,NA,5,4.8,NA,control,1,H,n2801 H
29-10-2015,4740.91,n2801,Female H,20.2,17.4,17.6,NA,2.8,2.6,NA,control,1,H,n2801 H
29-10-2015,4921.08,n2801,Female H,22.2,17.4,17.6,NA,4.8,4.6,NA,control,1,H,n2801 H
29-10-2015,5101.11,n2801,Female H,20,17.2,17.4,NA,2.8,2.6,NA,control,1,H,n2801 H
29-10-2015,5281.78,n2801,Female H,22.6,17.3,17.4,NA,5.3,5.2,NA,control,1,H,n2801 H
29-10-2015,5461.95,n2801,Female H,21.7,17.4,17.6,NA,4.3,4.1,NA,control,1,H,n2801 H
29-10-2015,5641.35,n2801,Female H,21.3,17.4,17.6,NA,3.9,3.7,NA,control,1,H,n2801 H
29-10-2015,5821.85,n2801,Female H,20.5,17.3,17.4,NA,3.2,3.1,NA,control,1,H,n2801 H
29-10-2015,6001.92,n2801,Female H,20.5,17.3,17.5,NA,3.2,3,NA,control,1,H,n2801 H
29-10-2015,6181.89,n2801,Female H,20.7,17.3,17.5,NA,3.4,3.2,NA,control,1,H,n2801 H
29-10-2015,6361.89,n2801,Female H,19.6,17.3,17.5,NA,2.3,2.1,NA,control,1,H,n2801 H
29-10-2015,6542.03,n2801,Female H,20.9,17.3,17.5,NA,3.6,3.4,NA,control,1,H,n2801 H
29-10-2015,6721.43,n2801,Female H,21.1,17.4,17.7,NA,3.7,3.4,NA,control,1,H,n2801 H
29-10-2015,6901.77,n2801,Female H,21.8,17.4,17.6,NA,4.4,4.2,NA,control,1,H,n2801 H
29-10-2015,7082,n2801,Female H,21.2,17.2,17.5,NA,4,3.7,NA,control,1,H,n2801 H
29-10-2015,7261.34,n2801,Female H,20.5,17.1,17.3,NA,3.4,3.2,NA,control,1,H,n2801 H
29-10-2015,7442.14,n2801,Female H,21.1,17.3,17.6,NA,3.8,3.5,NA,control,1,H,n2801 H
03-07-2018,11402.57,n2801,Female H,17.7,16.1,16.1,16,1.6,1.6,1.7,control,1,H,n2801 H
03-07-2018,12002.46,n2801,Female H,16.8,16.1,16,16,0.7,0.8,0.8,control,1,H,n2801 H
03-07-2018,14403.53,n2801,Female H,16.4,15.9,15.8,15.8,0.5,0.6,0.6,control,1,H,n2801 H
04-07-2018,22205.57,n2801,Female H,17.4,15.9,16,15.9,1.5,1.4,1.5,control,1,H,n2801 H
04-07-2018,23405.966,n2801,Female H,16.8,15.7,15.7,15.7,1.1,1.1,1.1,control,1,H,n2801 H
04-07-2018,24605.7,n2801,Female H,16.2,15.7,15.8,15.7,0.5,0.4,0.5,control,1,H,n2801 H
04-07-2018,32406.87,n2801,Female H,16.7,15.7,15.7,15.7,1,1,1,control,1,H,n2801 H
04-07-2018,33006.85,n2801,Female H,16.3,15.6,15.6,15.7,0.7,0.7,0.6,control,1,H,n2801 H
04-07-2018,34807.97,n2801,Female H,16.2,15.7,15.8,15.6,0.5,0.4,0.6,control,1,H,n2801 H
26-11-2015,315.146,n2802,Female H,18.6,17.6,17.2,NA,1,1.4,NA,control,1,H,n2802 H
26-11-2015,319.718,n2802,Female H,18.4,17.6,17.2,NA,0.8,1.2,NA,control,1,H,n2802 H
26-11-2015,540.34,n2802,Female H,17.9,17.5,17.1,NA,0.4,0.8,NA,control,1,H,n2802 H
26-11-2015,720.075,n2802,Female H,18.6,17.3,17.1,NA,1.3,1.5,NA,control,1,H,n2802 H
26-11-2015,900.311,n2802,Female H,21.3,17.5,17.3,NA,3.8,4,NA,control,1,H,n2802 H
26-11-2015,1080.18,n2802,Female H,19.4,17.3,17.2,NA,2.1,2.2,NA,control,1,H,n2802 H
26-11-2015,1260.05,n2802,Female H,20.3,17.5,17.2,NA,2.8,3.1,NA,control,1,H,n2802 H
26-11-2015,1440.08,n2802,Female H,19.8,17.4,17.2,NA,2.4,2.6,NA,control,1,H,n2802 H
26-11-2015,1620.29,n2802,Female H,24,17.4,17.2,NA,6.6,6.8,NA,control,1,H,n2802 H
26-11-2015,1800.19,n2802,Female H,23,17.5,17.4,NA,5.5,5.6,NA,control,1,H,n2802 H
26-11-2015,1980.36,n2802,Female H,21.8,17.4,17.2,NA,4.4,4.6,NA,control,1,H,n2802 H
26-11-2015,2160.53,n2802,Female H,21.4,17.1,16.9,NA,4.3,4.5,NA,control,1,H,n2802 H
26-11-2015,2340.56,n2802,Female H,22.2,17.2,17.1,NA,5,5.1,NA,control,1,H,n2802 H
26-11-2015,2520.46,n2802,Female H,21.5,17.3,17.2,NA,4.2,4.3,NA,control,1,H,n2802 H
